size,time,label,result
4401,3134,8,TRUE
4501,3203,8,TRUE
4601,3223,8,TRUE
4701,3267,8,TRUE
4801,3339,8,TRUE
4901,3363,8,TRUE
5001,3405,8,TRUE
5101,3499,8,TRUE
5201,3497,8,TRUE
5301,3568,8,TRUE
5401,3632,8,TRUE
5501,3660,8,TRUE
5601,3688,8,TRUE
5701,3782,8,TRUE
5801,3804,8,TRUE
5901,3867,8,TRUE
6001,3927,8,TRUE
6101,3946,8,TRUE
6201,3978,8,TRUE
6301,4066,8,TRUE
6401,4090,8,TRUE
6501,4128,8,TRUE
6601,4202,8,TRUE
6701,4223,8,TRUE
6801,4271,8,TRUE
6901,4394,8,TRUE
7001,4370,8,TRUE
7101,4463,8,TRUE
7201,4501,8,TRUE
7301,4500,8,TRUE
7401,4564,8,TRUE
7501,4688,8,TRUE
7601,4705,8,TRUE
7701,4687,8,TRUE
7801,4779,8,TRUE
7901,4799,8,TRUE
8001,4832,8,TRUE
8101,4928,8,TRUE
8201,4979,8,TRUE
8301,4997,8,TRUE
8401,5073,8,TRUE
8501,5096,8,TRUE
8601,5120,8,TRUE
8701,5216,8,TRUE
8801,5236,8,TRUE
8901,5265,8,TRUE
9001,5365,8,TRUE
9101,5369,8,TRUE
9201,5407,8,TRUE
9301,5512,8,TRUE
9401,5526,8,TRUE
9501,5587,8,TRUE
9601,5690,8,TRUE
9701,5668,8,TRUE
9801,5701,8,TRUE
9901,5805,8,TRUE
10000,5813,8,TRUE
1,1486,9,TRUE
101,52776,9,TRUE
201,104617,9,TRUE
301,156703,9,TRUE
401,208262,9,TRUE
501,259731,9,TRUE
601,311269,9,TRUE
701,362934,9,TRUE
801,414242,9,TRUE
901,465249,9,TRUE
1001,517082,9,TRUE
1101,568343,9,TRUE
1201,619432,9,TRUE
1301,671918,9,TRUE
1401,722723,9,TRUE
1501,774790,9,TRUE
1601,828897,9,TRUE
1701,876526,9,TRUE
1801,928076,9,TRUE
1901,980879,9,TRUE
2001,1030382,9,TRUE
2101,1085180,9,TRUE
2201,1135687,9,TRUE
2301,1185625,9,TRUE
2401,1237339,9,TRUE
2501,1287837,9,TRUE
2601,1340371,9,TRUE
2701,1393310,9,TRUE
2801,1444130,9,TRUE
2901,1494170,9,TRUE
3001,1554899,9,TRUE
3101,1595636,9,TRUE
3201,1647509,9,TRUE
3301,1702516,9,TRUE
3401,1754631,9,TRUE
3501,1816314,9,TRUE
3601,1854636,9,TRUE
3701,1908905,9,TRUE
3801,1980890,9,TRUE
3901,2020075,9,TRUE
4001,2064346,9,TRUE
4101,2138054,9,TRUE
4201,2174451,9,TRUE
4301,2218301,9,TRUE
4401,2295515,9,TRUE
4501,2344297,9,TRUE
4601,2392171,9,TRUE
4701,2446777,9,TRUE
4801,2495838,9,TRUE
4901,2545694,9,TRUE
5001,2602681,9,TRUE
5101,2650983,9,TRUE
5201,2704684,9,TRUE
5301,2760604,9,TRUE
5401,2807173,9,TRUE
5501,2856280,9,TRUE
5601,2911700,9,TRUE
5701,2960953,9,TRUE
5801,3014534,9,TRUE
5901,3062681,9,TRUE
6001,3115528,9,TRUE
6101,3170547,9,TRUE
6201,3226239,9,TRUE
6301,3279707,9,TRUE
6401,3324254,9,TRUE
6501,3382169,9,TRUE
6601,3429511,9,TRUE
6701,3480731,9,TRUE
6801,3533895,9,TRUE
6901,3585076,9,TRUE
7001,3640881,9,TRUE
7101,3687481,9,TRUE
7201,3739884,9,TRUE
7301,3796558,9,TRUE
7401,3848170,9,TRUE
7501,3901657,9,TRUE
7601,3944091,9,TRUE
7701,3997417,9,TRUE
7801,4052540,9,TRUE
7901,4107440,9,TRUE
8001,4150837,9,TRUE
8101,4198521,9,TRUE
8201,4253859,9,TRUE
8301,4304910,9,TRUE
8401,4361691,9,TRUE
8501,4406585,9,TRUE
8601,4468499,9,TRUE
8701,4514857,9,TRUE
8801,4569951,9,TRUE
8901,4623971,9,TRUE
9001,4668144,9,TRUE
9101,4726239,9,TRUE
9201,4773441,9,TRUE
9301,4824176,9,TRUE
9401,4873597,9,TRUE
9501,4924663,9,TRUE
9601,4985439,9,TRUE
9701,5039516,9,TRUE
9801,5083554,9,TRUE
9901,5135682,9,TRUE
10000,5185268,9,TRUE
1,1023,10,TRUE
101,1496,10,TRUE
201,1997,10,TRUE
301,2462,10,TRUE
401,2926,10,TRUE
501,3444,10,TRUE
601,3875,10,TRUE
